Date,10Y_Yield_Constant_Maturity,20Y_Yield_Constant_Maturity,Building_Permits_Contribution,Consumer_Confidence_Expectations,Consumer_Confidence_Index,PMI_Manufacturing_Global,PMI_Services_Business_Activity_US,Unemployment_Initial_Claims,10 Year,10 Year Chg,QMJ,MKT-Rf,SMB,HML,UMD,VIX,VVIX
2014-02-11,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-4500.0,2.677999973297119,0.0,-0.0013906074300491,0.006768457768686499,-0.004162268223112,0.0048448505293377,-0.0004658434934805999,-0.75,-1.25
2014-02-12,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-4500.0,2.677999973297119,0.0,0.0005590964252759,-0.0070314844107351995,0.0023914089829299,-0.00017654178571380012,0.0024790580937346,-0.21000003999999883,0.9199981699999995
2014-02-13,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-4500.0,2.677999973297119,0.0,0.000804367879059,0.0001954455972959998,0.004595482009853,-0.0019948669165961,-0.0014257520303698045,-0.15999985000000017,-1.1499938999999983
2014-02-14,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-4500.0,2.677999973297119,0.0,0.0021333903476669002,0.0007225008397939003,-0.0052003237471291,0.002409154287252,-0.0028987198924762952,-0.5700006500000008,-0.9200057999999984
2014-02-17,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,9311.11109999998,2.677999973297119,0.0,-0.0031103787882065,-0.0014714742800593,0.00044876122511109995,-0.0013249929939428,0.0016031580001301998,-0.5700006500000008,-0.9200057999999984
2014-02-18,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,9311.11109999998,2.677999973297119,0.0,-0.0015011015016075002,0.0018610689780708001,0.0026015526836370997,-0.0012674078544117002,0.0055551418385014,0.30000020000000127,-1.6699981699999995
2014-02-19,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,9311.11109999998,2.677999973297119,0.0,0.0034863206459196,-0.0074132296428547,-0.0047197318851254,-0.00015136522200619998,-0.004911585293262999,1.6300001099999992,10.410003669999995
2014-02-20,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,9311.11109999998,2.677999973297119,0.0,0.00039215012737709993,0.0029307441584181327,0.0042444746005892,0.0014044183441637,0.0021146836301798,-0.7100000400000006,-6.400001529999997
2014-02-21,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,9311.11109999998,2.677999973297119,0.0,-0.0030847566799945,0.003297994544347667,-0.0017610307136652565,0.00018098200222889998,0.0007966086533780998,-0.1099996499999989,-0.8700027499999976
2014-02-24,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-21011.11109999998,2.75,0.0,0.0013681443772276,0.0015056884348668997,0.0006911860443461564,0.00020620404743040003,0.0012323042205153,-0.4500007700000008,-1.1200027400000039
2014-02-25,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-21011.11109999998,2.75,0.0,-0.0009372734342468002,-0.0038441117676007996,-7.968447549339998e-05,-0.0042412291127793,-0.0013303404930292998,-0.5599994600000002,-1.3799972599999961
2014-02-26,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-21011.11109999998,2.75,0.0,0.0029037573044064,-0.0027200722804264998,0.0024920773696387,0.0027193417753067998,-0.0006611304796947,0.6800003000000014,2.9599990899999966
2014-02-27,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-21011.11109999998,2.75,0.0,-0.0023037329128464,0.0044261821845659995,-0.0033184577106350997,0.0012469438992452,9.29124922316e-05,-0.3100004200000015,-0.47999572999999884
2014-02-28,-0.1499999999999999,-0.14000000000000012,0.332741326,-5.200000000000003,-1.2966666700000076,3.259999999999998,-1.0,-21011.11109999998,2.75,0.0,0.0020875528700813,0.0017005910086403003,-0.0012986918608201999,0.0030668887450248997,-0.0014064674962033443,-0.03999995999999939,2.5099945099999985
2014-03-01,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-21011.11109999998,2.75,0.0,0.0020875528700813,0.0017005910086403003,-0.0012986918608201999,0.0030668887450248997,-0.0014064674962033443,-0.03999995999999939,2.5099945099999985
2014-03-03,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-475.0,2.6070001125335693,0.0,4.3136430064200006e-05,-0.015356704218601101,0.0028118160522289997,-0.0023429165732617996,-0.004546304725532155,2.0,11.38999939
2014-03-04,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-475.0,2.6070001125335693,0.0,-0.0024380817751851,0.023871094667646,0.0009105227183975001,-0.0018123489497724001,0.0118880033939996,-1.8999996199999991,-10.69999695
2014-03-05,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-475.0,2.6070001125335693,0.0,-0.0021634113814100004,-0.011389303900218799,-0.0014347590572120002,0.0026207824411161,-0.0045817093181885,-0.2100000400000006,-1.6200027499999976
2014-03-06,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-475.0,2.6070001125335693,0.0,0.0040590527714754,0.0033283673008529004,-0.0010832653174800001,0.0013925948855351,-0.0052095955074136,0.31999970000000033,-0.9699935900000014
2014-03-07,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-475.0,2.6070001125335693,0.0,0.0018306453093656998,-0.0073032835848954,0.0027455548844847,-0.0025923482140024,0.0030201623633295,-0.10000038000000089,3.5199966400000022
2014-03-10,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,819.4443999999785,2.7839999198913574,0.0,-0.0013458049180678998,-0.0009045619898457001,-0.00033653816193059995,-0.001472125882582,0.000404651905887,0.09000014999999983,-0.7200012200000003
2014-03-11,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,819.4443999999785,2.7839999198913574,0.0,0.0012792204991755002,0.0011819733713545,-0.004422818308972801,-0.0015870702873931,-0.0013344480041947,0.6000003800000009,2.770004279999995
2014-03-12,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,819.4443999999785,2.7839999198913574,0.0,-0.0022772084545855,-0.0019529459300014003,0.0041065275329554,0.0029343095107696,-0.0013666813057116001,-0.32999992000000056,-1.6700057999999984
2014-03-13,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,819.4443999999785,2.7839999198913574,0.0,0.0009009624108889999,-0.0030625852256750997,0.0007746032383877,0.00023772492573409998,-0.0026835539089364,1.7499990399999987,8.69000244
2014-03-14,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,819.4443999999785,2.7839999198913574,0.0,-0.00024988696343019993,0.0008841079007733997,0.0009165416635489999,-0.0015020773125302002,-0.0001757431970535999,1.6000003800000009,4.97000122
2014-03-17,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-7777.777699999977,2.6989998817443848,0.0,9.038403317709995e-05,0.013198679946252,-0.0066844044930281,0.0008200362516202764,0.0090698985133939,-2.1799993499999992,-9.319999690000003
2014-03-18,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-7777.777699999977,2.6989998817443848,0.0,-0.0024229694981955,0.0005167884006311001,0.0053926157554726,-0.002263605874242876,0.00019758452711140032,-1.11999988,-5.900001529999997
2014-03-19,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-7777.777699999977,2.6989998817443848,0.0,0.0026926233054809,-0.0114002848896122,-0.0021203936635261003,0.0031634551043103,-0.0028793493775217003,0.5999994300000004,-0.5400009199999971
2014-03-20,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-7777.777699999977,2.6989998817443848,0.0,-0.0003024608773040001,-4.100789975899997e-05,-0.0022078093508529,0.0017912222817796,-0.0020813272887461,-0.5999994300000004,-4.319999690000003
2014-03-21,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-7777.777699999977,2.6989998817443848,0.0,-0.001007441586423844,0.0036228274468534,0.0009969147143232,0.0012875985582425998,-0.0075863002286217,0.47999953999999967,1.6100006100000002
2014-03-24,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,18222.22220000002,2.7330000400543213,0.0,0.004762378306928844,-0.0032035732875867,-0.0022064709328474003,-0.0012664982928609998,0.0027720692515223007,0.09000014999999983,-1.3499984700000027
2014-03-25,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,18222.22220000002,2.7330000400543213,0.0,-0.0041155379848655,0.0079042717724402,-0.0009730452416803997,-0.0015105492027259,0.0009652688118370993,-1.0699996899999995,-2.520004279999995
2014-03-26,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,18222.22220000002,2.7330000400543213,0.0,0.0030016921256947,-0.0050200684487007,-0.0018179172654250002,-0.0005342465025046999,0.0024690488105831004,0.9099998500000002,1.5
2014-03-27,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,18222.22220000002,2.7330000400543213,0.0,-0.005236134285245,0.0010309873524756,0.0047997112516409,0.0006191303366472,-0.0038020222754769004,-0.3100004199999997,-1.5599975599999993
2014-03-28,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,18222.22220000002,2.7330000400543213,0.0,0.0014242720477572,0.005099994303438601,-0.0012237318605450998,0.0010734864851082,0.0027601556593708004,-0.2100000400000006,0.15000152999999727
2014-03-31,0.010000000000000231,-0.029999999999999805,-0.17383691899999998,8.050000000000011,5.133333340000007,-1.4833333300000007,8.415,-25588.88890000002,2.7230000495910645,0.0,-0.0014412624821154,0.002743219109269999,0.0060780563074451,-0.0016856998013606,0.008409449377973999,-0.5299997400000009,-2.660003660000001
2014-04-01,-0.010000000000000231,-0.08000000000000007,0.075895222,0.25,-1.466666669999995,-0.10000000000000142,-0.4200000000000017,-25588.88890000002,2.759000062942505,0.0,-0.0006936170610614,-0.0012405466464405993,-0.0006899629762538001,-0.0027182254330035,0.0031405923125966007,-0.7799997299999983,-4.689994810000002
2014-04-02,-0.010000000000000231,-0.08000000000000007,0.075895222,0.25,-1.466666669999995,-0.10000000000000142,-0.4200000000000017,-25588.88890000002,2.759000062942505,0.0,0.0005144645768241998,-0.004501321798088801,-0.0020833347558143,0.003034801189139,-0.009510112129381,-0.010000230000001054,-0.18000030999999694
2014-04-03,-0.010000000000000231,-0.08000000000000007,0.075895222,0.25,-1.466666669999995,-0.10000000000000142,-0.4200000000000017,-25588.88890000002,2.759000062942505,0.0,0.004481902651453,-0.0043760673110338,-0.0037491123404574996,0.0024850196205988,-0.004047647427558801,0.27999974000000094,0.4000015299999973
