Date,AGG_target,BIL_target,DBC_target,EFA_target,GLD_target,HYG_target,MTUM_target,SPY_target,TIP_target,TLT_target,USMV_target,VLUE_target,VNQ_target
2013-04-19,0.0012580025957956071,0.0,0.0031044152413687415,0.0042214003733240186,0.01777851793528908,0.0023265332652304743,0.0,0.004428190708967175,0.002631863104199229,0.0007322692445035204,0.0030059366865036845,0.0,-0.0013561320464185182
2013-04-22,-0.00044857631633258156,0.0,-0.006218412804887224,0.014054170849931224,-0.007424075282657943,0.003900689308447187,0.025209696296160957,0.010256202508571167,0.0004923890527581483,-0.0035049879499237054,0.007475188805708128,0.0,0.005547892125455099
2013-04-23,-0.0001795243658549667,0.0,0.010857040009997787,0.008602243733888508,0.01082655613705574,0.0017869023215072075,-0.01271922249246972,0.0006339266029936118,0.0014761336214310322,0.0025281667170964028,-0.0059758181399972255,0.014287315329568936,0.0021561779866859226
2013-04-24,-0.0004497019511664924,-0.00021789858433730362,0.013026994726738478,0.005256963969496799,0.023286836308933283,0.002727170930089243,0.004837125280970514,0.004045487936287479,0.0007373343334134214,-0.004325370937693725,0.004186475011487061,0.018998900613006842,-0.0033715225470676083
2013-04-25,0.0020650106163604227,0.0,-0.005726329570635005,0.0008187600566754655,-0.0050966430061307215,-0.001047914169388589,-0.0007723967290646258,-0.0017679732124885887,0.003678956346390793,0.009118800581857137,-0.0011941021478249357,-0.0043218348572061525,-0.0032477960432464935
2013-04-26,0.0006280222020297719,0.0,0.013310644528062838,0.012689261919318292,0.009816111845741552,0.0018857611169354948,0.005778061653790643,0.0066760141640472654,-0.002696577168766071,-0.00365375483249158,0.004769163549431692,0.0,0.008503101422809932
2013-04-29,-0.00017962177462520676,0.0,-0.00758431495742785,0.0012924137455759285,0.003297447184859199,0.00313447042921592,-0.004426928985229229,0.0023827619838426403,-0.0005727696332171326,0.0005690510630027142,0.0011887097557571982,-0.016276747405874314,0.011623606148349088
2013-04-30,0.0029371425362253976,0.0,-0.018053168350076487,-0.005991465628280666,-0.011695241331580094,0.007424331912084734,-0.0007720349091707508,-0.008805966017737098,0.003173380555596873,0.013086281624954432,-0.008351155602068668,0.0,-0.008001874339808203
2013-05-01,9.019359617572598e-05,0.00021789858433726776,0.012709554679299908,0.0030814458138011314,0.00572377326421984,0.006386909184480058,0.004430425346218271,0.009244264837183672,-0.0010673333837534957,-0.0012913548065581204,0.004482277071075253,0.02412106960792296,0.006540133815918492
2013-05-02,-0.00368717628936427,-0.00021789858433730362,0.011037256393735564,0.012710130877189241,0.0011971282175668827,0.0015643373138038788,0.011275726399903537,0.010089585582885207,-0.006844711319415777,-0.02385920789778027,0.005055820427546008,0.0,0.003982695824922618
2013-05-03,-0.0016225629035674434,0.0,0.0011350137823457618,-0.0012797148823767133,0.0004221612830436374,0.0006252167758575422,-0.001521163800766064,0.0025378777487445343,-0.0014904077435504734,-0.0024840593668799637,-0.0035657045649229555,0.0,0.005154514125281713
2013-05-06,-0.000541909921444332,0.0,-0.0034085822446463256,0.001599409560205819,-0.012529729074763163,-0.0007290664893687082,0.00038036092904178583,0.005055818301205143,-8.300662699709561e-05,-0.0039040252562927806,0.005640198230704479,0.0,0.005520970225594677
