Date,10Y_Yield_Constant_Maturity,20Y_Yield_Constant_Maturity,Building_Permits_Contribution,Consumer_Confidence_Expectations,Unemployment_Initial_Claims,Term_Spread
2015-02-17,-1.7313556322250487,-1.64210239173422,1.3216247545424487,-0.03951858991230517,0.1223705019277021,-1.3158017797837307
2015-02-18,-1.7147189284864317,-1.6275614113500965,1.3121984363464003,-0.04383168878770353,0.12733742993092897,-1.306487713291602
2015-02-19,-1.6984237692200799,-1.6132998264859697,1.3028829440247733,-0.048166894041002474,0.132340572876117,-1.297321040358628
2015-02-20,-1.6824583584355925,-1.5993092381700496,1.2936757013205678,-0.05252468896845384,0.13738080338575973,-1.288299784574378
2015-02-23,-1.6668115057588586,-1.5855816657819939,1.2845742132683386,-0.05690556820261284,1.0791520220193844,-1.2794221306853555
2015-02-24,-1.6514725892996784,-1.5721095249013113,1.275576062888071,-0.06131003809722747,1.0817595433144247,-1.2706864243405631
2015-02-25,-1.636431521406676,-1.5588856068355774,1.2666789080418632,-0.0657386171277129,1.0843776874337772,-1.2620911724086852
2015-02-26,-1.621678717057365,-1.545903059701294,1.257880478444021,-0.07019183630817494,1.0870065376879787,-1.2536350438869261
2015-02-27,-1.6072050646570861,-1.5331553709429115,1.2491785728157645,-0.0746702396256837,1.089646178305929,-1.2453168714264016
2015-03-02,-1.3457859191404695,-1.3045992397717232,-1.4679823441427853,1.707814704875041,-0.5896229018511129,-1.1194123339000717
2015-03-03,-1.3351413428850778,-1.2948365019707948,-1.455769325121653,1.6913053775216607,-0.5843565232902779,-1.1121540258292155
2015-03-04,-1.32464729396663,-1.2852128850620057,-1.443736756872993,1.6751266212591471,-0.5791014647389487,-1.105003726577072
2015-03-05,-1.3143002918309805,-1.2757257969636968,-1.4318795155806703,1.6592669617207465,-0.5738572716026785,-1.0979614594716252
2015-03-06,-1.3040970029404155,-1.2663727798870088,-1.4201926756058894,1.643715501577631,-0.5679051069948253,-1.0910274007498595
2015-03-09,-1.2940342354099108,-1.2571515074985617,-1.4086714996493626,1.6284618851236143,-0.722648335455107,-1.0842018868210763
2015-03-10,-1.284108934031951,-1.248059782457864,-1.3973114295038238,1.6134962655688962,-0.7171671612810963,-1.0774854224808388
2015-03-11,-1.2743181756719106,-1.2390955343260819,-1.386108077355433,1.5988092748067948,-0.7117397712522969,-1.070878690175554
2015-03-12,-1.2646591650179422,-1.2302568178451279,-1.3750572175959161,1.5843919954411367,-0.7063679806041496,-1.0643825604321728
2015-03-13,-1.2551292306711948,-1.221541811588303,-1.36415477911034,1.5702359348833963,-0.7013747272163658,-1.0579981035840664
2015-03-16,-1.2456025807247655,-1.2121893580507364,-1.3523186685994044,1.5561174986623896,-1.0102454867513238,-1.0496864565605457
2015-03-17,-1.2361992641083532,-1.2029503040010023,-1.3406449736513204,1.5422467497534889,-1.0028180594476468,-1.0414480282503997
2015-03-18,-1.226916828477344,-1.1938223073309224,-1.3291290844672576,1.5286160694625452,-0.9954505101823643,-1.033281136817695
2015-03-19,-1.2177529299859975,-1.1848031195682036,-1.317766562729612,1.515218185846317,-0.9881415893746677,-1.0251841447582306
2015-03-20,-1.208705330503274,-1.1758905832112914,-1.3065531332432867,1.5020461549666044,-0.9808379834455752,-1.0171554572630706
2015-03-23,-1.1997718950991194,-1.1670826292807142,-1.2954846760646561,1.4890933434501183,-2.167675915641104,-1.0091935206548215
2015-03-24,-1.1909505897959136,-1.1583772750811094,-1.2845572190847174,1.4763534122534947,-2.138345362691467,-1.001296820893099
2015-03-25,-1.1822394795810836,-1.149772622169091,-1.2737669310355593,1.463820301542115,-2.109906100552678,-0.993463882145858
2015-03-26,-1.1736367266782557,-1.1412668545231741,-1.2631101148916553,1.4514882165997143,-2.0823108018802365,-0.9856932654234808
2015-03-27,-1.1651405890758593,-1.1328582369129325,-1.2525832016396865,1.4393516146933267,-2.0632901284271497,-0.9779835672727171
2015-03-30,-1.1567494193134458,-1.124545113465665,-1.242182744392583,1.4274051928248506,-1.244903051909983,-0.9703334185277541
2015-03-31,-1.148461663527577,-1.1163259064297482,-1.2319054128252982,1.4156438763067622,-1.2375162055188946,-0.9627414831159089
2015-04-01,-1.5435734283559488,-1.3512770627046733,2.1142159443373902,-0.6296089789590268,-1.2302829282560157,-0.7221841653930915
2015-04-02,-1.5315400750746615,-1.341202341729113,2.09332841533796,-0.6339618423151288,-1.2232041525832182,-0.7158629830333185
2015-04-06,-1.5081506125328092,-1.3215138041665835,2.0529650666659442,-0.6427643254460156,-0.2586287185743084,-0.7032810212197329
2015-04-07,-1.4967849184284452,-1.3118944833638488,2.033452464330583,-0.6472149924666549,-0.25003525883897343,-0.697018603712731
2015-04-08,-1.4856326734308947,-1.302421722002089,2.0143630432959463,-0.6516993276062095,-0.24123261987132752,-0.6907741386160675
2015-04-09,-1.4746897937031065,-1.293093159025206,1.995680792817486,-0.6562178844868404,-0.23219914919319043,-0.6845468091874194
2015-04-10,-1.463952464963653,-1.2839065852495466,1.9773905398115283,-0.6607712293743715,-0.22511504892761086,-0.678335798399773
2015-04-13,-1.4534171363213886,-1.2748599415781983,1.9594778932146868,-0.6653599415565002,-0.0967405230804349,-0.6721402882546825
2015-04-14,-1.4430805150713075,-1.2659513176944994,1.9419291927987092,-0.6699846137349575,-0.08895077236001507,-0.6659594590795266
2015-04-15,-1.4305221160778008,-1.2557524341153954,1.9225523745797037,-0.6751105585264403,-0.08103885050818137,-0.6597924888068473
2015-04-16,-1.418154313075345,-1.2456789799924957,1.9036580323720518,-0.6802821516065837,-0.0729982085517815,-0.6536385522337456
2015-04-17,-1.4059716102803028,-1.235727881299747,1.8852282172862465,-0.685500258404129,-0.07131157306005369,-0.647496820259179
2015-04-20,-1.3939687344268412,-1.225896172321991,1.8672460573330445,-0.6907657672859099,-2.3169734564001536,-0.6413664590968499
2015-04-21,-1.3821406236275138,-1.2161809912388661,1.8496956852114252,-0.6960795903527192,-2.282778958044313,-0.6352466294612328
2015-04-22,-1.3704824169330847,-1.206579575960098,1.832562172539229,-0.7014426642692171,-2.2497513372697546,-0.6291364857241056
2015-04-23,-1.358989444541904,-1.197089260198027,1.8158314699074143,-0.70685595112977,-2.2178218655020525,-0.6230351750387273
2015-04-24,-1.3476572186133657,-1.1877074697643193,1.7994903522107868,-0.712320439361887,-2.20115591173605,-0.61694183642865
2015-04-27,-1.336481424643648,-1.178431719078882,1.7835263687711214,-0.7178371446693546,-2.159697133825584,-0.6108555998378478
2015-04-28,-1.3254579133654771,-1.1692596078799171,1.767927797824012,-0.7234071110170914,-2.144915405730504,-0.6047755851386167
2015-04-29,-1.3145826931366555,-1.1601888181249544,1.75268360498966,-0.7290314116598755,-2.130769489811933,-0.5987009010934096
2015-04-30,-1.3038519227851115,-1.1512171110735694,1.7377834053910588,-0.7347111502174202,-2.1172524632034557,-0.5926306442664172
2015-05-01,-0.2530640162508799,-0.0320648906182064,1.7190560823645333,-0.9280910261314963,-2.089795702806115,0.6576625521689055
2015-05-04,-0.24801833616149288,-0.026892516878127007,1.7048821719457499,-0.9332227600272378,-1.8614067403210857,0.6636448296371124
2015-05-05,-0.24295510516946456,-0.02168607590799446,1.6910223164358886,-0.9383985577805221,-1.8405807473561604,0.6696910060077274
2015-05-06,-0.23787364062396418,-0.016444603709996262,1.6774685214804015,-0.9436191641498481,-1.8202388041976543,0.6758025265000782
2015-05-07,-0.23277324295797058,-0.01116710603276311,1.6642132919782413,-0.9488853416526941,-1.8003606380140944,0.6819808822318622
2015-05-08,-0.2276531949315308,-0.005852557014066091,1.6512496113664876,-0.954197871117158,-1.7833525007393392,0.6882276121291029
2015-05-11,-0.22251276083777413,-0.0004998977495018164,1.6385709230374983,-0.959557552254736,-1.3222216302793057,0.6945443049344144
2015-05-12,-0.21735118566931774,0.004891965217740087,1.6261711137736445,-0.9649652042552146,-1.3121696887419054,0.7009326013196284
2015-05-13,-0.21216769424266113,0.01032416149122924,1.614044499102033,-0.9704216664046418,-1.3022616131311295,0.7073941961092591
2015-05-14,-0.20696149027783708,0.015797858505462725,1.602185810487985,-0.9759277987275405,-1.2924945247492963,0.7139308406217593
2015-05-15,-0.201258156895664,0.021706858075435282,1.5865618355954496,-0.977499151414335,-1.2828656843808213,0.7194507352294754
2015-05-18,-0.1955199847061367,0.027669750099862556,1.571219962158304,-0.9790743453999164,-0.8343791964869295,0.7250239463668678
2015-05-19,-0.18974564372906036,0.03368826217876282,1.5561505061823513,-0.980653399343122,-0.8281942431354259,0.7306515482799573
2015-05-20,-0.18393375529422418,0.03976419053365028,1.5413442343375368,-0.9822363320293529,-0.8220596678846595,0.7363346456066661
2015-05-21,-0.17808288934297417,0.045899403758987434,1.5267923370651628,-0.9838231623716877,-0.8159755640654222,0.7420743745015156
2015-05-22,-0.1721915615498414,0.05209584682690523,1.5124864036187882,-0.9854139094120093,-0.8099421060963551,0.7478719038117404
2015-05-26,-0.16028129315339226,0.06468061023544285,1.4845806417765748,-0.9886072304050026,-1.211003034288403,0.7596452099701152
2015-05-27,-0.1542590838373576,0.07107324242305918,1.4709657852467697,-0.9902098430957632,-1.2029829165346082,0.7656234993386676
2015-05-28,-0.14818986798284628,0.07753573828803834,1.4575667975011792,-0.9918164499630269,-1.1950885485475005,0.771664616923069
2015-05-29,-0.14207183934863238,0.08407049518460949,1.4443769446006323,-0.993427070710016,-1.1873192899672602,0.7777699146824876
2015-06-01,0.557718861128741,0.6307418055938888,1.127666647216658,0.8620808980080982,-1.0129713336419826,0.7839407855757947
2015-06-02,0.5643798385770803,0.6376973195734739,1.1186574216275025,0.8551132288181501,-1.0061660562278514,0.790178665187161
2015-06-03,0.5711227898507083,0.6447420839815766,1.1097367432041154,0.8481847436625937,-0.9994442468459259,0.7964850334313953
2015-06-04,0.5779499166465405,0.651878522172385,1.1009024747312686,0.841294431965672,-0.992805970121889,0.8028614163435478
2015-06-05,0.5848635036571168,0.6591091502825704,1.092152539602755,0.834441298263013,-0.9862514077171606,0.8093093879578906
2015-06-08,0.5918659226830918,0.6664365818934023,1.0834849193821638,0.8276243614683552,-1.7168428201449646,0.8158305722815224
2015-06-09,0.5989596369982935,0.6738635329832189,1.0748976514752364,0.8208426541550263,-1.7032331342767,0.8224266453683325
2015-06-10,0.6061472059859683,0.6813928271919641,1.0663888269075443,0.8140952218506942,-1.6899359726982899,0.8290993374993982
2015-06-11,0.6134312900663473,0.6890274014213056,1.0579565882016122,0.8073811223442949,-1.6769442573072626,0.8358504354763495
2015-06-12,0.620814655937506,0.6967703117959592,1.0495991273479859,0.8006994250038295,-1.6642514075512225,0.8426817850346974
2015-06-15,0.6283001821533488,0.7046247400141648,1.0413146838650646,0.7940492101038333,-1.3311120272298917,0.8495952933846247
2015-06-16,0.6336991622163722,0.7101422143134976,1.0399397015190304,0.791871869218678,-1.319943350315346,0.8539818913027278
2015-06-17,0.6391493728490227,0.7157130157657876,1.0385674754085827,0.7897007573542589,-1.3089223531163094,0.8584006687329536
2015-06-18,0.6446518625879452,0.7213382229907935,1.0371979944967604,0.7875358324196339,-1.2980450746600853,0.8628521021091228
2015-06-19,0.6502077099504749,0.727018945229536,1.0358312478077678,0.7853770526934469,-1.2873076978408677,0.8673366777716873
2015-06-22,0.6558180245582148,0.7327563234816471,1.0344672244265376,0.7832243768195993,-0.8040034315361679,0.8718548922361871
2015-06-23,0.661483948312675,0.7385515316948955,1.0331059134982954,0.781077763803055,-0.7973398953572195,0.8764072524706635
2015-06-24,0.6672066566258069,0.7444057780097746,1.031747304228128,0.7789371730056315,-0.7907073988970987,0.8809942761824091
2015-06-25,0.6729873597085031,0.7503203060621662,1.0303913858805565,0.7768025641418864,-0.784105038927845,0.8856164921143965
2015-06-26,0.6788273039203736,0.7562963963473783,1.0290381477791137,0.774673897275081,-0.7775319215119197,0.8902744403518003
2015-06-29,0.6847277731841985,0.7623353676489061,1.0276875793059217,0.7725511328131464,0.2971385165714757,0.8949686726390164
2015-06-30,0.6906900904688014,0.768438578535694,1.0263396699012788,0.7704342315047634,0.29679991434164327,0.8996997527075918
2015-07-01,0.5068050340822741,0.4784556032677222,-4.247170926594711,-2.525735284618637,0.2964613985128508,0.32560857238159385
2015-07-02,0.5131565754986326,0.48509121520910087,-4.089086669774014,-2.4837087201268497,0.2961229689489308,0.3315924580491953
2015-07-06,0.526083570713749,0.4986103585623056,-3.816598898933838,-2.4045497806434417,-0.6035372634771105,0.3437536168114929
2015-07-07,0.532662960190511,0.5054985477830293,-3.697944626283805,-2.3672022035510585,-0.5977681832243196,0.3499343814378238
2015-07-08,0.5393223555346456,0.5124757401970208,-3.588866730247004,-2.3312152321754445,-0.5920081778574439,0.35618437151109333
2015-07-09,0.5460639111138952,0.5195445012953014,-3.4881208154876817,-2.2965038414141534,-0.5862565864690871,0.3625054989444674
2015-07-10,0.5528898625333156,0.5267075002131176,-3.3946780990481904,-2.262990272633966,-0.5805127449506318,0.36889974808450005
2015-07-13,0.5598025306654,0.533967515244588,-3.307679608038285,-2.2306032526592405,-2.0101586005202075,0.37536917934894004
2015-07-14,0.5668043259280999,0.5413274397214473,-3.226401737665572,-2.1992773130357106,-1.985365732827933,0.38191593309103034
2015-07-15,0.5738977528288909,0.5487902882846647,-3.1502299825117652,-2.168952194695105,-1.96123384578101,0.3885422337072044
2015-07-16,0.5810854147947728,0.5563592035804316,-3.0786386431244415,-2.1395723256355534,-1.937731651611869,0.39525039400656126
2015-07-17,0.5840347114278052,0.5603175554819075,-3.0151352737896095,-2.111102349474606,-1.9148298928918093,0.40105866253850364
2015-07-20,0.5869977628240312,0.5643018139643982,-2.954958314613688,-2.083477960484741,-1.4802186774081818,0.40692704010924496
2015-07-21,0.5899747178469862,0.5683123680421417,-2.8978192705593164,-2.0566551604853363,-1.4694592373245754,0.4128570265428208
2015-07-22,0.5929657275446774,0.5723496147271324,-2.843463581127518,-2.0305930895167648,-1.4589041756923586,0.4188501730496016
2015-07-23,0.5959709451917381,0.5764139592452601,-2.791665649738026,-2.0052537429767416,-1.4485501900992148,0.4249080845548177
2015-07-24,0.598990526332572,0.5805058152597166,-2.742224735366323,-1.980601719328955,-1.4383942374051355,0.4310324221577157
2015-07-27,0.6020246288255886,0.5846256051018238,-2.6949615350209934,-1.956603994552088,-1.2107581219745176,0.4372249057301138
2015-07-28,0.6050734128884226,0.588773760009701,-2.6497153238053857,-1.9332297200411441,-1.201065110576086,0.4434873166638349
2015-07-29,0.6081370411442863,0.5929507203749711,-2.6063415481164105,-1.910450041131154,-1.1914817686319756,0.4498215007772095
2015-07-30,0.6112156786694252,0.5971569359979441,-2.5647097894803284,-1.8882379338000632,-1.1820054470677406,0.45622937139169717
2015-07-31,0.6143094930417292,0.6013928663515206,-2.524702033387659,-1.866568057435889,-1.172633583391159,0.462712912590535
2015-08-03,-0.14257366755236997,-0.2747072040115645,0.2357951011435776,0.4897793672098964,-1.0112760663677967,-0.6447294114566476
2015-08-04,-0.1378539521930878,-0.26933012405728857,0.23316455967191516,0.4897269754352513,-1.0032820422326836,-0.6385816586093199
2015-08-05,-0.13311445597983926,-0.263931237925241,0.23053422015945313,0.4896745869044013,-0.9953518844234437,-0.632443612021914
2015-08-06,-0.1283545927804185,-0.25850963937866717,0.22790402590775405,0.4896222016167298,-0.9874840907072248,-0.6263143978599567
2015-08-07,-0.1235737621740976,-0.2530643957628072,0.22527392012787226,0.4895698195716176,-0.9798935670455717,-0.620193133365311
2015-08-10,-0.11877134888685013,-0.24759454668155131,0.22264384593391956,0.48951744076845466,-0.614974345401344,-0.6140789258335781
2015-08-11,-0.113946722200937,-0.24209910259865797,0.22001374633659487,0.48946506520662186,-0.6089411318588774,-0.6079708715436067
2015-08-12,-0.10909923533735988,-0.23657704335827523,0.2173835642366739,0.4894126928855035,-0.6029148778058936,-0.6018680546347172
2015-08-13,-0.10422822480963938,-0.23102731661895212,0.21475324241845822,0.48936032380448374,-0.5968947451034484,-0.5957695459268604
2015-08-14,-0.09738270816270289,-0.22469533394577232,0.21471134142487894,0.4841862598810513,-0.5909185006865664,-0.5900955767537445
2015-08-17,-0.09045861866676813,-0.2183119850305865,0.21466944150017753,0.47901427095524934,-1.055615365010631,-0.58443069156623
2015-08-18,-0.08345252717787206,-0.21187497332944646,0.21462754264410597,0.47384386450991306,-1.0498069741954623,-0.5787742721970074
2015-08-19,-0.07636081583370803,-0.205381891235488,0.21458564485641632,0.46867454405520315,-1.0441290325895638,-0.5731256981224935
2015-08-20,-0.06917966369573957,-0.198830212262653,0.21454374813686064,0.4635058088192439,-1.0385847015958747,-0.5674843460376766
2015-08-21,-0.06190503102876541,-0.19221728255107043,0.21450185248519107,0.45833715342993675,-1.0314028741992383,-0.561849589420886
2015-08-24,-0.05453264206112338,-0.1855403116225839,0.21445995790115976,0.4531680675874534,-0.3638811873113733,-0.5562207980876385
2015-08-25,-0.04705796604762118,-0.1787963623057836,0.2144180643845189,0.4479980357267032,-0.36136747863376034,-0.5505973377326097
2015-08-26,-0.03947619643268148,-0.17198233973989382,0.21437617193502065,0.4428265366692366,-0.35885661252489504,-0.5449785694587544
2015-08-27,-0.031782227882613034,-0.1650949793550795,0.2143342805524173,0.4376530432638115,-0.35634854100898167,-0.5393638492925693
2015-08-28,-0.02397063092275425,-0.15813083371332354,0.214292390236461,0.43247702201501076,-0.35181844691122244,-0.5337525276843845
2015-08-31,-0.01603562387672094,-0.15108625807863488,0.21425050098690412,0.42729793269906285,-0.4982778201373696,-0.528143948992532
2015-09-01,-0.007971041759514087,0.17188942634912394,-0.5130858783122926,0.17110672675636288,-0.49323899953614336,0.6761050243113709
2015-09-02,0.00022969827661650888,0.18021062010240846,-0.510016859918801,0.16643808945222194,-0.4882042585662401,0.6794435339425523
2015-09-03,0.008573635407242456,0.1886774964148903,-0.5069547352834858,0.16175214448485534,-0.4831731658977044,0.682800257518176
2015-09-04,0.01706830804906229,0.19729666221384778,-0.5038994138723903,0.15704835346209559,-0.47936904951719406,0.6861754117241788
2015-09-08,0.03454280345772523,0.2150204187976,-0.4978088222478298,0.14758501755179815,-1.7735318400209423,0.6929818966406759
2015-09-09,0.04354066099947979,0.22414046240456859,-0.4947733745861242,0.14282433228381256,-1.7544963158970432,0.6964136788240666
2015-09-10,0.05272545213965723,0.23344378383456035,-0.4917443752252149,0.13804351917163318,-1.7358696387419144,0.6998647947427058
2015-09-11,0.062108061028341724,0.24293947809712482,-0.4887217371699804,0.13324197314089611,-1.717619179182502,0.7033354796608867
2015-09-14,0.0717002654546346,0.25263727900297456,-0.48570537409333353,0.12841907415604698,-1.0873695331884474,0.7068259728047427
2015-09-15,0.07504219192039906,0.2559876125293832,-0.481795970470585,0.13173482424981284,-1.0789857027675636,0.7090780551045038
2015-09-16,0.0783955555120152,0.259353057632375,-0.4778936264049419,0.13506304553223508,-1.070679163458324,0.7113381165426222
2015-09-17,0.08176054566482305,0.2627338318232092,-0.4739981628028248,0.13840393172946908,-1.0624481586370655,0.7136062190808472
2015-09-18,0.0851373548249391,0.26613015638785864,-0.47010940145800373,0.1417576797367875,-1.059672742956886,0.715882425340787
2015-09-21,0.08852617852228427,0.2695422564772229,-0.46622716501078293,0.14512448969431474,-0.6502931886140075,0.7181667986130992
2015-09-22,0.09192721544560606,0.272970361199979,-0.46235127690748123,0.1485045650648625,-0.6505585015010171,0.7204594028668384
2015-09-23,0.0953406675196998,0.2764147037181272,-0.45848156136018486,0.15189811271405115,-0.6508239128294628,0.7227603027589607
2015-09-24,0.09876673998480834,0.27987552134533245,-0.4546178433067507,0.15530534299266904,-0.6510894226877953,0.7250695636440007
2015-09-25,0.10220564147827901,0.28335305564821245,-0.45075994837104005,0.158726469821423,-0.6466039735728787,0.7273872515839058
2015-09-28,0.10565758411863677,0.2868475525505913,-0.44690770282336123,0.16216171077821492,-1.4196744257616687,0.7297134333580472
2015-09-29,0.10912278359206352,0.29035926244089105,-0.44306093354109966,0.16561128718785306,-1.407296234404092,0.7320481764733979
2015-09-30,0.11260145924141306,0.2938884402827355,-0.43921946796951383,0.16907542421451324,-1.3950985280678123,0.7343915491749008
2015-10-01,-0.5226757336976685,-0.2998053484837311,0.4137451313592316,-0.40981658352250905,-1.3830760604428909,0.3824318029847957
2015-10-02,-0.5174968164893884,-0.29506544311964344,0.41442925926493607,-0.40496673937474326,-1.3711029771443408,0.38604914685972164
2015-10-05,-0.5123232207441347,-0.2903159578138843,0.41511393431388316,-0.4001148202328111,-1.7020536859179636,0.38968647618673663
2015-10-06,-0.5071544804431413,-0.2855564224523371,0.4157991579297832,-0.3952603999604979,-1.684512650982154,0.39334408406272114
2015-10-07,-0.501990127597492,-0.2807863585546211,0.4164849315405399,-0.39040304776640206,-1.667322758354294,0.39702226920028255
2015-10-08,-0.49682969199315863,-0.27600527891992843,0.41717125657826787,-0.38554232794771937,-1.6504709378023557,0.400721336071474
2015-10-09,-0.49167270093073107,-0.27121268725888625,0.4178581344793101,-0.38067779962610243,-1.635712343783204,0.40444159505604615
2015-10-12,-0.48651867895953904,-0.26640807781065456,0.41854556668425585,-0.3758090164749978,-1.4056981718368815,0.40818336259436677
2015-10-13,-0.48136714760570454,-0.26159093494446356,0.4192335546379583,-0.3709355264382008,-1.3951987581261396,0.41194696134522396
2015-10-14,-0.47621762509367066,-0.256760732744758,0.41992209978955214,-0.3660568714389331,-1.3848361857366513,0.4157327203486444
2015-10-15,-0.47106962606078545,-0.25191693457905184,0.420611203592472,-0.3611725870790158,-1.3746070142368818,0.419540975193986
2015-10-16,-0.4655563308943559,-0.2472058944344303,0.41685179087480817,-0.36138272747204003,-1.3645079213539097,0.419540975193985
2015-10-19,-0.4600389319470631,-0.24248220842616725,0.413096609405079,-0.3615929119726955,-1.3738773039160603,0.419540975193985
2015-10-20,-0.45451672186359854,-0.23774538026444636,0.40934549749994853,-0.3618031406181903,-1.361944978097828,0.419540975193985
2015-10-21,-0.44898898103814416,-0.23299490368790804,0.40559829374945827,-0.36201341344574,-1.3501782837754701,0.419540975193985
2015-10-22,-0.4434549768761405,-0.22823026205886987,0.40185483698152924,-0.36222373049260076,-1.3385725011285645,0.419540975193985
2015-10-23,-0.43791396302178115,-0.2234509279416825,0.3981149662264486,-0.36243409179606917,-1.3271230874475657,0.419540975193985
2015-10-26,-0.43236517854872014,-0.21865636266328478,0.3943785206813174,-0.36264449739344967,-0.4178753238990703,0.419540975193985
