learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,n_estimators,reg_alpha,reg_lambda,random_state,n_jobs,ETF,train_r2,test_r2,train_mse,test_mse
0.12440337076999555,8,10,0.6838913712916166,0.6192512209920994,113,0.8838828033954315,0.4988054977452255,42,-1,SPY,0.0031560603508573593,0.0003456969863117054,0.00013020394353443698,7.099771420895699e-05
0.11758155661946332,5,4,0.6415541085357558,0.6608601996591872,194,0.8116929528575485,0.3045800106658087,42,-1,MTUM,0.02136795160386651,-0.0013185812814717757,0.0001582555177038817,0.00016048694101334387
0.2130896583696495,8,10,0.6570167452311975,0.8618508185539492,156,0.9966240119348129,0.4947653529546675,42,-1,VLUE,0.005572432903939495,0.004172765335426654,0.00015883465419271373,7.151860454327033e-05
0.24952394366695085,6,9,0.9750736505769617,0.7788030712456234,239,0.628364935956312,0.1902195405817757,42,-1,USMV,0.009601840159066177,0.0070325822841661445,9.056539997228905e-05,3.2096675814453735e-05
0.01021765254491444,3,3,0.8196431210024487,0.5015365770910534,251,0.977001675054279,0.6972574129962044,42,-1,EFA,0.00018373344787125934,-0.0005942274847696716,0.00012563777874624122,6.751383276180067e-05
